4) Specifica il codice ISTAT del tuo comune,6) Il tuo territorio ha problemi di connettività a internet? ,"7) Il tuo sindaco o un assessore, ti ha incontrato come Digital Champion?","8) Il comune durante il 2014-15, ha organizzato o finanzia iniziative per aumentare la cultura digitale?",10) C'è e come ci si registra al wi fi pubblico nel comune di cui sei DC?,"11) Il wi fi pubblico, per quanto tempo è accessibile al giorno?",12) Hai verificato la qualità del sito web del tuo comune?   ,13) Quali servizi on line ci sono?,14) Il tuo comune è presente su facebook? E come viene gestito?,15) Il tuo comune è presente su twitter e come viene gestito? *,18) Il tuo comune rilascia dati in formato aperto e riusabile (open data) *,C'è una comunità che organizza Coderdojo? Quanto è attiva?,20) Ci sono iniziative di alfabetizzazione digitale?  *,22) Puoi segnalare quante startup innovative ci sono nella provincia del tuo comune?,23) Puoi segnalare quanti incubatori registrati ci sono nel tuo comune?,"25) Ci sono altri spazi adibiti alla promozione del digitale come coworking, fablab e altro?  *",29) Quale priorità segnali per il tuo comune?  *,Comune,Provincia,Regione,Grandezza_comune,Abitanti,,,,,,,,,,,,,,,,,,,,,,,,,,Scegli un tema che vorresti approfondire come digital champion
19036,Non abbiamo problemi di connettività,si,"no, non hai mai organizzato nulla",tramite mail,massimo 1h,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Piattaforma per consultazioni online, Pagamento online tasse e tariffe comunali, Pagamento multe, URP online, Sportello Unico online",è presente ma non risponde a commenti e domande,non è presente su  twitter,non esiste una sezione open data,non c'è nel mio comune,Non c'è stata nessuna iniziativa,0,0,si,"supportare gli amministratori pubblici nella promozione del digitale, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, aumentare l'alfabetizzazione digitale alle aziende, avviare coderdojo, aumentare formazione di tecnologie open source, aumentare le politiche a supporto delle startup",Cremona,CR,LOM,GRANDE,72147,,,,,,,,,,,,,,,,,,,,,,,,,,
18182,la connettività non supera i 20 Megabit,no,"no, non hai mai organizzato nulla",tramite servizi collegati al telefono mobile (es. sms o telefonata),tra 1h e 2h,oltre 60 indicatori soddisfatti,"Pagamento online tasse e tariffe comunali, esiste in una pagina secondaria il rimando a una sezione egoverment ma la pagina risulta non trovata","è presente ma non risponde a commenti e domande, anche alcuni assessorati sono su facebook",non è presente su  twitter,"non esiste una sezione open data, sul sito web http://www.dati.gov.it/, sono presenti open data del tuo comune",1 volta al mese,Ci sono iniziative per l’alfabetizzazione verso anziani,0,0,no,"aumentare la connettività, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, aumentare l'alfabetizzazione digitale alle aziende",Voghera,PV,LOM,GRANDE,39937,,,,,,,,,,,,,,,,,,,,,,,,,,
18177,la connettività non supera i 100 Megabit,si,"si, ha organizzato 1 evento",tramite servizi collegati al telefono mobile (es. sms o telefonata),tra 1h e 2h,fino a 40 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Piattaforma per consultazioni online, Servizi informativi meteo e dati ambientali, Servizi informativi traffico e mobilità, Pagamento multe",e' presente su facebook come assessore alla cultura,è presente ma non risponde ai commenti,non esiste una sezione open data,non c'è nel mio comune,Saltuariamente vengono organizzati incontri ma nulla di continuativo,24,2,no,"aumentare la connettività, aumentare il wi fi pubblico, supportare gli amministratori pubblici nella promozione del digitale, migliorare la diffusione del  digitale per la promozione turistica",Vigevano,PV,LOM,GRANDE,63700,,,,,,,,,,,,,,,,,,,,,,,,,,
18162,la connettività non supera i 20 Megabit,si,"no, non hai mai organizzato nulla",tramite servizi collegati al telefono mobile (es. sms o telefonata),"il limite non è temporale ma geografico: sono coperti solo due giardinetti pubblici, il resto del paese no",oltre 60 indicatori soddisfatti,Servizi informativi per bandi e concorsi pubblici,non è presente su facebook,non è presente su  twitter,non esiste una sezione open data,non c'è nel mio comune,Non c'è stata nessuna iniziativa,28,0,no,"aumentare la connettività, aumentare il wi fi pubblico, supportare gli amministratori pubblici nella promozione del digitale, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione",Travac� Siccomario,PV,LOM,PICCOLO,4280,,,,,,,,,,,,,,,,,,,,,,,,,,
18110,la connettività non supera i 100 Megabit,no,"si, ha organizzato più eventi",tramite servizi collegati al telefono mobile (es. sms o telefonata),non c'è nessun limite,fino a 30 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Servizi informativi traffico e mobilità, URP online",è presente e risponde a commenti e domande,è presente e risponde,"sul sito web http://www.dati.gov.it/, sono presenti open data del tuo comune",1 volta al mese,"Ci sono iniziative per l’alfabetizzazione verso giovani, Ci sono iniziative per l’alfabetizzazione verso anziani",10,1,si,"aumentare la connettività, supportare gli amministratori pubblici nella promozione del digitale, aumentare l'alfabetizzazione digitale alle aziende, aumentare le politiche a supporto delle startup",Pavia,PV,LOM,GRANDE,71142,,,,,,,,,,,,,,,,,,,,,,,,,,
17113,la connettività non supera i 20 Megabit,si,"no, non hai mai organizzato nulla",tramite servizi collegati al telefono mobile (es. sms o telefonata),non c'è nessun limite,fino a 10 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Pagamento online tasse e tariffe comunali, servizi scolastici","è presente ma non risponde a commenti e domande, è presente e risponde a commenti e domande",non è presente su  twitter,non esiste una sezione open data,non c'è nel mio comune,Saltuariamente vengono organizzati incontri ma nulla di continuativo,0,0,no,"supportare gli amministratori pubblici nella promozione del digitale, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, aumentare l'alfabetizzazione digitale alle aziende",Montichiari,BS,LOM,MEDIO,23339,,,,,,,,,,,,,,,,,,,,,,,,,,
17069,la connettività non supera i 10 Megabit,no,"no, non hai mai organizzato nulla",non c'è nessun servizio di wi fi pubblico,,fino a 10 indicatori soddisfatti,Servizi informativi per bandi e concorsi pubblici,non è presente su facebook,non è presente su  twitter,non esiste una sezione open data,non c'è nel mio comune,Non c'è stata nessuna iniziativa,nessuna,nessuno,no,"aumentare la connettività, aumentare il wi fi pubblico, supportare gli amministratori pubblici nella promozione del digitale, aumentare l'alfabetizzazione digitale alle aziende, aumentare formazione di tecnologie open source",Erbusco,BS,LOM,MEDIO,8656,,,,,,,,,,,,,,,,,,,,,,,,,,
17040,la connettività non supera i 20 Megabit,sì ma non pare interessatissimo,"si, ha organizzato più eventi",tramite servizi collegati al telefono mobile (es. sms o telefonata),tra 1h e 2h,oltre 60 indicatori soddisfatti,Servizi informativi per bandi e concorsi pubblici,non è presente su facebook,non è presente su  twitter,non esiste una sezione open data,non c'è nel mio comune,"Saltuariamente vengono organizzati incontri ma nulla di continuativo, Ci sono iniziative per l’alfabetizzazione verso giovani",1,0,no,"aumentare la connettività, aumentare il wi fi pubblico, supportare gli amministratori pubblici nella promozione del digitale, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, avviare coderdojo",Castegnato,BS,LOM,MEDIO,7987,,,,,,,,,,,,,,,,,,,,,,,,,,
17023,la connettività non supera i 20 Megabit,si,"no, non hai mai organizzato nulla",non c'è nessun servizio di wi fi pubblico,,oltre 60 indicatori soddisfatti,Servizi informativi per bandi e concorsi pubblici,è presente e risponde a commenti e domande,non è presente su  twitter,non esiste una sezione open data,non c'è nel mio comune,Saltuariamente vengono organizzati incontri ma nulla di continuativo,nessuna,nessuno,no,"supportare gli amministratori pubblici nella promozione del digitale, fare formazione sul crowdfunding, aumentare l'alfabetizzazione digitale alle aziende",Botticino,BS,LOM,MEDIO,10792,,,,,,,,,,,,,,,,,,,,,,,,,,
16219,la connettività non supera i 20 Megabit,no,"no, non hai mai organizzato nulla",tramite mail,non c'è nessun limite,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Piattaforma per consultazioni online, Servizi informativi meteo e dati ambientali, Servizi informativi per situazioni di emergenza, Sportello Unico online","è presente e risponde a commenti e domande, è presente anche durante il weekend","è presente e risponde, è presente e risponde anche durante i weekend",non esiste una sezione open data,saltuariamente vengono organizzati,"Ci sono iniziative per l’alfabetizzazione verso giovani, Ci sono iniziative per l’alfabetizzazione verso anziani",?,?,Stiamo aprendo,"aumentare la connettività, fare formazione sul crowdfunding, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, aumentare l'alfabetizzazione digitale alle aziende, avviare coderdojo, aumentare formazione di tecnologie open source, aumentare le politiche a supporto delle startup, aumentare diffusione dei fablab e della digitalizzazione della manifattura",Treviglio,BG,LOM,MEDIO,29034,,,,,,,,,,,,,,,,,,,,,,,,,,
16218,la connettività non supera i 10 Megabit,sono assessore presso il comune,"no, non hai mai organizzato nulla",tramite servizi collegati al telefono mobile (es. sms o telefonata),massimo 1h,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Servizi informativi meteo e dati ambientali, Servizi informativi per situazioni di emergenza",è presente anche durante il weekend,non è presente su  twitter,non esiste una sezione open data,non c'è nel mio comune,Non c'è stata nessuna iniziativa,0,0,si,"aumentare la connettività, aumentare le politiche a supporto delle startup",Trescore Balneario,BG,LOM,MEDIO,9685,,,,,,,,,,,,,,,,,,,,,,,,,,
16196,la connettività non supera i 10 Megabit,si,"no, non hai mai organizzato nulla",non c'è nessun servizio di wi fi pubblico,non c'è servizio pubblico wi fi,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Servizi informativi meteo e dati ambientali, Servizi informativi per situazioni di emergenza","è presente e risponde a commenti e domande, è presente anche durante il weekend, vorrei segnalare il mio comune come caso studio",non è presente su  twitter,non esiste una sezione open data,non c'è nel mio comune,Saltuariamente vengono organizzati incontri ma nulla di continuativo,Jobbershot,Nesuno,no,"aumentare la connettività, aumentare il wi fi pubblico",Sedrina,BG,LOM,PICCOLO,2559,,,,,,,,,,,,,,,,,,,,,,,,,,
16194,la connettività non supera i 20 Megabit,si,"no, non hai mai organizzato nulla",non c'è nessun servizio di wi fi pubblico,,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Servizi informativi meteo e dati ambientali, Servizi informativi per situazioni di emergenza",non è presente su facebook,non è presente su  twitter,non esiste una sezione open data,non c'è nel mio comune,Non c'è stata nessuna iniziativa,73,1,no,"aumentare la connettività, supportare gli amministratori pubblici nella promozione del digitale, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, aumentare l'alfabetizzazione digitale alle aziende, avviare coderdojo",Scanzorosciate,BG,LOM,MEDIO,9843,,,,,,,,,,,,,,,,,,,,,,,,,,
16190,la connettività non supera i 20 Megabit,legame parentale,"si, ha organizzato più eventi",tramite servizi collegati al telefono mobile (es. sms o telefonata),non c'è nessun limite,oltre 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Piattaforma per consultazioni online, Servizi informativi meteo e dati ambientali, Servizi informativi per situazioni di emergenza, URP online, Sportello Unico online","è presente e risponde a commenti e domande, è presente anche durante il weekend, vorrei segnalare il mio comune come caso studio","è presente e risponde, è presente e risponde anche durante i weekend, vorrei segnalare il mio comune come caso studio",esiste una sezione o portale open data con dataset di vari uffici,non c'è nel mio comune,Non c'è stata nessuna iniziativa,0,0,no,aumentare formazione di tecnologie open source,San Pellegrino Terme,BG,LOM,PICCOLO,4974,,,,,,,,,,,,,,,,,,,,,,,,,,
16153,la connettività non supera i 20 Megabit,si,"si, ha organizzato più eventi",tramite servizi collegati al telefono mobile (es. sms o telefonata),tra 1h e 2h,oltre 60 indicatori soddisfatti,Servizi informativi per bandi e concorsi pubblici,è presente e risponde a commenti e domande,non è presente su  twitter,non esiste una sezione open data,non c'è nel mio comune,Saltuariamente vengono organizzati incontri ma nulla di continuativo,  ,  ,no,"aumentare la connettività, supportare gli amministratori pubblici nella promozione del digitale, aumentare formazione di tecnologie open source, aumentare diffusione dei fablab e della digitalizzazione della manifattura",Osio Sotto,BG,LOM,MEDIO,11890,,,,,,,,,,,,,,,,,,,,,,,,,,
16129,la connettività non supera i 20 Megabit,Vorrei presentarmi a Settembre come DC e proporre delle attività utili alla digitalizzazione del comune,"no, non hai mai organizzato nulla",tramite servizi collegati al telefono mobile (es. sms o telefonata),massimo 1h,fino a 60 indicatori soddisfatti,"Servizi informativi per bandi e concorsi pubblici, Piattaforma per consultazioni online, Servizi informativi meteo e dati ambientali","è presente e risponde a commenti e domande, Il profilo non è gestito al meglio dal punto di vista della qualità dei contenuti",non è presente su  twitter,esiste una sezione open data ma ristretta solo agli adempimenti di legge sulla trasparenza,non c'è nel mio comune,Ci sono iniziative per l’alfabetizzazione verso anziani,0,0,no,"supportare gli amministratori pubblici nella promozione del digitale, aumentare l'alfabetizzazione digitale alle aziende, Fare formazione sull’utilizzo degli strumenti digitali a tutta la popolazione e in particolare ai giovani 6-14 anni",Lurano,BG,LOM,PICCOLO,2566,,,,,,,,,,,,,,,,,,,,,,,,,,
16122,la connettività non supera i 10 Megabit,si,"si, ha organizzato 1 evento",non c'è nessun servizio di wi fi pubblico,,fino a 10 indicatori soddisfatti,"Piattaforma per consultazioni online, URP online","è presente e risponde a commenti e domande, è presente anche durante il weekend","è presente e risponde, è presente e risponde anche durante i weekend",esiste una sezione open data ma ristretta solo agli adempimenti di legge sulla trasparenza,non c'è nel mio comune,Saltuariamente vengono organizzati incontri ma nulla di continuativo,74,0,no,"supportare gli amministratori pubblici nella promozione del digitale, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, aumentare formazione di tecnologie open source",Isso,BG,LOM,PICCOLO,664,,,,,,,,,,,,,,,,,,,,,,,,,,
16120,la connettività non supera i 20 Megabit,si,"no, non hai mai organizzato nulla",tramite servizi collegati al telefono mobile (es. sms o telefonata),non c'è nessun limite,oltre 60 indicatori soddisfatti,Servizi informativi per bandi e concorsi pubblici,non è presente su facebook,non è presente su  twitter,non esiste una sezione open data,non c'è nel mio comune,Non c'è stata nessuna iniziativa,0,0,no,"supportare gli amministratori pubblici nella promozione del digitale, aumentare l'alfabetizzazione digitale per categorie a rischio esclusione, aumentare l'alfabetizzazione digitale alle aziende, avviare coderdojo, aumentare le politiche a supporto delle startup",Grumello del Monte,BG,LOM,MEDIO,7360,,,,,,,,,,,,,,,,,,,,,,,,,,
